username,platform,label,follower_count,following_count,friends_count,posts_count,account_age_days,has_profile_photo,has_cover_photo,bio_length,username_digit_ratio,username_length,friend_request_mutuals,profile_completeness,avg_likes_per_post,posts_per_week
freyasingh2,facebook,real,19,118,418,7,22,1,1,38,0.0909,11,1,0.6167,5.35,2.113
bot609,twitter,fake,4,1269,4,1,25,0,0,55,0.5,6,2,0.2959,4.21,0.172
new.2433101,twitter,fake,2,318,9,19,51,0,0,15,0.6364,11,1,0.2993,0.39,2.565
lucia_iyer3,twitter,real,2272,97,5,14,41,1,0,77,0.0909,11,3,0.5698,6.14,2.384
rohan_moreau2,facebook,real,104,222,413,16,16,1,1,103,0.0769,13,3,0.7407,2.66,7.002
id.25126,instagram,fake,51,1768,13,2,38,1,0,46,0.625,8,1,0.4577,2.32,0.45
anika.nair3,instagram,real,40,156,20,12,310,1,1,10,0.0909,11,21,0.7113,10.51,0.262
kaichen3,facebook,real,86,170,824,155,1026,1,0,36,0.125,8,38,0.7415,84.64,1.057
botnet83515,facebook,fake,10,481,11,20,1286,1,0,42,0.4545,11,3,0.6699,5.02,0.108
amara_park4,facebook,real,580,75,1289,70,378,1,1,26,0.0909,11,9,0.8882,12.15,1.3
follow_3157205,twitter,fake,14,1613,3,7,35,0,0,35,0.5,14,2,0.2828,2.21,1.313
official.735,twitter,fake,7,424,6,8,39,0,0,11,0.25,12,1,0.2398,3.58,1.36
promo.real401,twitter,fake,22,2093,2,47,1872,1,0,5,0.2308,13,1,0.6773,1.8,0.176
noah.santos95,instagram,real,826,170,188,137,258,1,0,145,0.1538,13,42,0.7845,7.33,3.72
meera.santos5,facebook,real,117,84,229,42,412,1,1,83,0.0769,13,24,1.0,9.58,0.713
nina.hassan2,twitter,real,345,126,25,1469,298,1,0,90,0.0833,12,15,0.8027,15.31,34.506
user_net7416,facebook,fake,21,759,39,1,23,0,0,33,0.3333,12,2,0.2519,4.18,0.427
claraberg2,facebook,real,101,82,425,11,3583,1,0,9,0.1,10,4,0.5659,4.28,0.022
id70092,facebook,fake,8,561,16,1,26,0,0,33,0.7143,7,6,0.2528,0.57,0.302
acc_5709,facebook,fake,7,478,10,4,12,1,1,42,0.5,8,3,0.6118,1.25,10.388
maya_iyer,instagram,real,2091,614,8,261,1122,1,1,91,0.0,9,24,1.0,81.0,1.626
tmp_net2176,facebook,fake,13,363,33,5,23,0,0,12,0.3636,11,5,0.2223,1.14,1.421
ravi.park,twitter,real,104,223,12,50,480,0,0,124,0.0,9,3,0.6667,7.66,0.723
bot_102,instagram,fake,111,1307,2,6,4,0,0,8,0.4286,7,1,0.2105,1.23,10.825
q9553,instagram,fake,246,1324,6,91,688,1,1,87,0.8,5,2,1.0,26.08,0.931
q906196,instagram,fake,11,705,7,4,13,1,0,0,0.8571,7,2,0.3544,0.73,15.409
net.tmp198615,twitter,fake,28,817,3,3,91,0,0,28,0.4615,13,5,0.2782,1.46,0.223
elena_nair99,instagram,real,1162,473,34,46,1506,1,0,67,0.1667,12,14,0.8069,65.03,0.216
omar.kade99,instagram,real,666,277,16,5,11,1,0,98,0.1818,11,5,0.5278,22.63,3.484
newtmp9843,twitter,fake,10,587,3,5,46,1,0,36,0.4,10,1,0.4525,2.6,0.825
kaisantos4,instagram,real,257,724,30,147,252,1,1,113,0.1,10,6,0.9484,60.66,4.075
xx_6683,instagram,fake,251,1385,2,62,29,1,1,107,0.5714,7,1,0.8466,17.14,14.932
elenakade6,facebook,fake,240,840,14,66,23,1,0,62,0.1,10,15,0.6389,32.68,19.941
net_bot216026,facebook,fake,8,748,6,2,43,0,0,16,0.4615,13,1,0.228,1.72,0.364
jonas_nguyen97,instagram,real,335,122,23,346,356,1,0,38,0.1429,14,8,0.742,23.45,6.81
net.45465,instagram,fake,30,744,7,7,53,1,0,21,0.5556,9,2,0.4303,1.06,0.929
amarahassan3,instagram,real,144,336,47,137,2749,0,1,91,0.0833,12,27,0.8333,70.85,0.349
bot497,instagram,fake,25,2871,4,7,45,0,1,0,0.5,6,1,0.385,13.25,1.16
zara_brook3,facebook,real,632,66,332,120,621,1,1,100,0.0909,11,14,1.0,21.65,1.353
marco_okoye99,instagram,real,204,386,20,210,585,1,1,132,0.1538,13,15,1.0,10.25,2.517
id_2119181,instagram,fake,6,2284,24,30,1033,1,1,0,0.7,10,1,0.7937,9.95,0.207
clara_khan,instagram,real,624,324,27,2,40,1,0,58,0.0,10,1,0.4814,37.36,0.347
deal_141030,instagram,fake,9,1217,5,1,14,1,0,39,0.5455,11,1,0.4269,4.63,0.693
q_362894,facebook,fake,3,1825,19,1,76,1,0,42,0.75,8,1,0.4616,1.86,0.122
win_deal058,facebook,fake,453,862,14,37,552,1,0,112,0.2727,11,1,0.8218,19.74,0.472
theoalvarez2,instagram,real,539,288,28,67,523,0,1,42,0.0833,12,43,0.7532,18.32,0.896
priya_moreau,facebook,real,210,85,333,14,51,1,1,82,0.0,12,3,0.7474,4.33,1.891
new_9901273,facebook,fake,11,784,18,3,16,1,0,16,0.6364,11,1,0.385,3.34,1.205
elena.santos2,facebook,real,600,138,167,299,346,1,1,152,0.0769,13,43,0.9913,12.22,6.057
promo_754,instagram,fake,6,3633,7,4,64,0,0,42,0.3333,9,1,0.2981,1.3,0.401
theoiyer7,facebook,fake,17,2355,35,3,21,0,0,45,0.1111,9,1,0.2845,2.15,1.087
id8987881,twitter,fake,1,335,3,8,84,0,0,34,0.7778,9,2,0.3096,5.34,0.676
jonaskade2,facebook,real,108,184,586,132,678,1,1,150,0.1,10,45,1.0,80.22,1.361
clara.iyer3,instagram,real,158,267,21,387,1416,1,1,176,0.0909,11,4,1.0,132.1,1.915
isla.chen,facebook,real,78,96,623,210,990,1,1,155,0.0,9,14,1.0,12.85,1.484
aisha.nguyen3,facebook,real,116,150,381,18,15,1,1,101,0.0769,13,4,0.7489,5.87,8.446
marcokade,instagram,real,1684,107,6,135,488,1,0,60,0.0,9,11,0.7908,215.2,1.932
leo_brook,facebook,real,75,250,497,202,123,1,1,154,0.0,9,27,0.8895,45.31,11.52
bot.440057,facebook,fake,3,1705,16,7,24,0,1,28,0.6,10,1,0.4308,2.01,2.002
net_bot660,instagram,fake,12,406,4,3,58,0,0,0,0.3,10,4,0.2067,5.05,0.393
samir_rao,twitter,real,1240,235,5,16,32,1,0,0,0.0,9,4,0.4165,3.17,3.599
acc.226417,facebook,fake,2,471,30,1,21,1,0,19,0.6,10,1,0.3885,2.59,0.478
marco_brook4,instagram,real,169,182,33,16,43,1,1,138,0.0833,12,5,0.7531,5.16,2.608
meera.hassan3,twitter,real,259,172,25,168,1218,1,1,131,0.0769,13,11,1.0,4.1,0.963
q2125,instagram,fake,20,762,1,6,179,1,0,8,0.8,5,1,0.4587,2.32,0.245
leila_nair,facebook,real,355,162,554,15,1179,0,1,17,0.0,10,3,0.5987,77.18,0.091
freyapark3,facebook,real,71,386,532,162,404,1,1,115,0.1,10,17,1.0,18.37,2.801
felix.park2,instagram,real,363,569,69,4,36,1,1,31,0.0909,11,3,0.5959,12.39,0.734
samir.park2,instagram,real,959,405,144,119,360,1,1,114,0.0909,11,15,0.9977,689.94,2.313
theo_nair2,twitter,real,412,94,4,18,48,1,1,78,0.1,10,1,0.7588,1.4,2.602
kaiberg2,instagram,real,257,407,25,66,567,1,0,130,0.125,8,8,0.8333,129.43,0.817
siennavale,facebook,real,327,206,224,41,1736,1,0,61,0.0,10,22,0.7935,6.75,0.165
anikaalvarez5,facebook,fake,4,576,16,21,426,1,0,38,0.0769,13,2,0.6655,1.37,0.342
realdeal933446,facebook,fake,4,818,18,5,56,0,0,29,0.4286,14,1,0.2752,2.05,0.668
hugo_dsouza2,instagram,real,759,296,13,2,51,1,1,17,0.0833,12,3,0.5654,0.6,0.21
user.xx513684,facebook,fake,59,3075,15,21,24,0,0,29,0.4615,13,1,0.3237,1.25,6.042
user.1453,facebook,fake,13,607,38,1,7,1,0,34,0.4444,9,1,0.4134,2.21,4.763
felixiyer,instagram,real,153,181,47,93,803,1,0,145,0.0,9,13,0.8333,47.6,0.808
follow90811,instagram,fake,2,2326,7,5,120,0,0,6,0.4545,11,0,0.2561,1.65,0.307
jonassantos7,twitter,fake,5,1202,5,2,8,0,0,16,0.0833,12,2,0.2128,1.13,2.048
priyamoreau6,facebook,fake,23,831,21,1,23,0,0,9,0.0833,12,1,0.203,1.65,0.443
maya_kade,facebook,real,113,155,460,60,1010,1,1,25,0.0,9,14,0.8845,29.54,0.413
amaravale,facebook,real,51,85,285,4,49,1,1,96,0.0,9,3,0.7074,42.09,0.628
follow.18806,twitter,fake,8,991,15,3,3,1,0,0,0.4167,12,1,0.3455,1.09,15.121
real.267596,instagram,fake,27,1763,2,4,14,0,0,13,0.5455,11,1,0.2161,2.78,12.466
marco_singh,instagram,real,649,280,45,120,1045,0,0,64,0.0,11,7,0.6333,155.89,0.801
raviberg,instagram,real,926,299,81,106,274,1,1,0,0.0,8,6,0.7918,175.77,2.708
xx.8426782,facebook,fake,26,2461,38,23,5,0,0,17,0.7,10,2,0.3004,2.21,14.864
promo_promo86278,instagram,fake,77,2556,11,3,27,0,0,33,0.3125,16,1,0.2622,4.83,0.862
newuser615,instagram,fake,40,1174,13,39,1247,1,0,8,0.3,10,3,0.6769,4.35,0.216
win.231,facebook,fake,43,1027,16,26,2047,1,0,5,0.4286,7,1,0.62,3.64,0.09
clara_khan2,instagram,real,1333,146,72,48,522,1,0,61,0.0909,11,12,0.7932,48.54,0.644
official.4550,instagram,fake,56,913,6,33,44,0,0,15,0.3077,13,1,0.3564,0.76,5.281
elena_vale90,instagram,real,806,659,19,15,5200,1,0,9,0.1667,12,12,0.5821,6.86,0.021
zarasingh5,instagram,fake,30,2102,3,13,31,0,1,8,0.1,10,1,0.42,1.26,2.984
bot.official9320219,facebook,fake,7,1115,24,4,18,0,0,18,0.3684,19,1,0.12,1.27,7.028
id00747,twitter,fake,26,1263,2,7,28,0,0,39,0.7143,7,1,0.2904,3.28,1.765
theokhan,twitter,real,13,105,18,145,774,1,1,12,0.0,8,23,0.8585,4.11,1.308
kaipark3,instagram,real,44,216,22,31,780,0,1,119,0.125,8,10,0.7956,128.73,0.278
user_tmp8005947,instagram,fake,28,2690,9,58,509,1,1,6,0.4667,15,1,0.8463,0.42,0.796
sienna_costa,instagram,real,36,417,55,151,1530,1,1,0,0.0,12,13,0.8333,59.85,0.691
nina.nguyen2,instagram,real,1138,168,29,23,1083,1,1,60,0.0833,12,7,0.8869,93.19,0.149
aishaiyer,twitter,real,4331,275,42,43,1541,1,0,44,0.0,9,39,0.7585,8.61,0.197
official80421,facebook,fake,20,702,34,26,666,1,0,30,0.3846,13,3,0.6703,2.36,0.272
new.q1470989,instagram,fake,15,972,3,2,10,0,1,12,0.5833,12,2,0.3722,6.11,1.509
kai_berg,facebook,real,251,257,515,0,25,1,0,10,0.0,8,9,0.3679,0.41,0.139
ravikhan2,instagram,real,598,541,18,37,1158,1,0,83,0.1111,9,2,0.8206,49.19,0.223
devweiss98,instagram,real,166,167,48,74,629,1,0,76,0.2,10,38,0.8241,21.19,0.823
leo.park,facebook,real,232,82,302,47,1164,1,1,45,0.0,8,12,0.9275,93.35,0.285
deal.q6748,twitter,fake,50,1458,6,15,24,0,0,1,0.4,10,1,0.2411,3.34,4.273
anikakade96,twitter,real,52,199,24,3,44,1,1,138,0.1818,11,2,0.6981,4.96,0.433
aditya_costa,twitter,real,37,468,16,156,179,1,0,81,0.0,12,35,0.7484,5.09,6.091
nina_nguyen,facebook,real,119,121,242,83,381,1,1,190,0.0,11,36,1.0,44.92,1.523
anikaberg3,facebook,fake,59,653,21,2,29,0,0,16,0.1,10,1,0.2207,1.14,0.4
real_win33158,instagram,fake,37,1024,3,5,27,1,1,17,0.3846,13,1,0.567,0.99,1.187
zara_vale,twitter,real,111,279,6,142,386,1,0,137,0.0,9,29,0.8333,34.91,2.582
arjun.park2,facebook,real,425,83,482,15,1042,1,1,75,0.0909,11,122,0.8853,23.2,0.1
arjun_okoye2,facebook,real,66,72,490,9,362,1,1,11,0.0833,12,23,0.7265,0.96,0.18
leoweiss,facebook,real,178,207,361,3,596,1,1,0,0.0,8,17,0.6809,4.13,0.04
isla_hassan2,instagram,real,810,636,21,32,557,1,1,161,0.0833,12,7,0.9685,183.02,0.408
elenarao97,facebook,real,435,321,478,129,244,1,0,66,0.2,10,10,0.7488,4.26,3.708
luciamoreau3,facebook,real,598,165,214,7,948,1,1,86,0.0833,12,23,0.862,22.21,0.051
priya.kade,facebook,real,46,127,174,20,943,1,1,137,0.0,10,15,0.9154,84.18,0.146
new_q362,facebook,fake,4,916,13,7,25,0,0,11,0.375,8,0,0.2303,10.89,1.951
user.follow054640,instagram,fake,10,1506,3,40,1555,1,0,10,0.3529,17,1,0.6876,2.33,0.182
leila.nguyen,instagram,real,253,402,28,19,1006,1,1,78,0.0,12,27,0.9103,120.63,0.135
islabrook,twitter,real,468,367,9,10,827,1,0,18,0.0,9,118,0.5801,0.34,0.087
user_acc204276,instagram,fake,17,1847,8,8,27,0,0,0,0.4286,14,1,0.2127,5.94,2.098
lucia_park,instagram,real,123,326,75,155,571,1,0,120,0.0,10,7,0.8333,30.88,1.9
user.new889,twitter,fake,13,591,3,4,26,0,0,3,0.2727,11,1,0.2016,1.17,1.14
lucia_chen2,facebook,real,70,156,641,86,197,0,0,89,0.0909,11,4,0.59,7.5,3.044
win_49655,facebook,fake,38,1177,10,10,50,1,0,16,0.5556,9,1,0.4306,1.75,1.362
leocosta3,instagram,real,1034,365,22,63,538,1,1,37,0.1111,9,46,0.9102,51.75,0.824
clara_santos2,twitter,real,33,144,27,133,1493,1,0,109,0.0769,13,22,0.8333,2.9,0.624
follow_440429,facebook,fake,24,1422,70,6,7,1,0,41,0.4615,13,1,0.4459,1.91,7.729
net_337,instagram,fake,10,1955,11,3,11,0,0,6,0.4286,7,1,0.1972,9.52,2.052
kaisantos5,instagram,real,1113,99,40,9,8,1,0,54,0.1,10,2,0.4854,36.33,7.761
theo_khan2,instagram,real,334,219,111,17,10,1,0,0,0.1,10,2,0.4101,16.63,12.131
xxuser7877,instagram,fake,382,3845,4,72,63,1,0,59,0.4,10,13,0.6522,41.65,7.999
follow8695,twitter,fake,2,938,2,28,2051,1,0,14,0.4,10,1,0.6449,2.3,0.095
q_q084998,facebook,fake,57,1077,13,1,91,0,1,66,0.6667,9,1,0.5167,1.2,0.088
meera_nair2,instagram,real,64,592,17,0,33,1,1,24,0.0909,11,1,0.567,4.37,0.099
meera_okoye3,facebook,real,332,73,277,55,1331,1,1,12,0.0833,12,39,0.8584,47.53,0.29
priya.weiss,facebook,real,508,55,163,13,934,1,1,11,0.0,11,12,0.7455,3.62,0.099
xx.id0276219,facebook,fake,9,994,13,4,37,1,0,36,0.5833,12,1,0.4411,4.65,0.712
meera_hassan2,instagram,real,116,290,79,406,1684,1,0,23,0.0769,13,6,0.7139,21.73,1.688
xx.user561,facebook,fake,40,825,46,3,42,1,1,22,0.3,10,1,0.5765,1.82,0.461
noah.nguyen3,facebook,real,977,51,273,16,24,1,0,5,0.0833,12,6,0.4207,6.59,4.668
priya_park,instagram,real,893,369,19,15,1137,1,0,136,0.0,10,19,0.7296,39.79,0.093
freyahassan2,facebook,fake,16,742,17,35,2095,1,0,1,0.0833,12,3,0.6479,2.0,0.117
amara_khan2,facebook,real,98,229,463,22,247,1,1,54,0.0909,11,6,0.8184,15.56,0.634
jonas.santos2,instagram,real,1423,487,38,48,1446,1,0,71,0.0769,13,18,0.8146,153.74,0.234
omar_nair,twitter,real,2122,168,116,562,1548,1,0,81,0.0,9,11,0.8333,2.01,2.542
luciapark2,facebook,real,605,70,254,249,286,1,1,116,0.1,10,84,0.9639,104.26,6.102
samir.santos2,twitter,real,156,372,6,298,288,1,1,9,0.0769,13,12,0.8175,14.03,7.243
leokhan2,facebook,real,211,54,448,37,672,1,1,79,0.125,8,29,0.9838,36.16,0.381
elena.rao3,instagram,real,1009,236,45,302,161,1,1,169,0.1,10,47,0.9068,29.27,13.152
isla.dsouza2,facebook,real,73,165,340,110,1611,1,1,72,0.0833,12,8,0.9836,95.61,0.478
user04092,twitter,fake,23,1655,5,1,9,0,0,13,0.5556,9,1,0.2044,2.14,1.063
priyahassan2,facebook,real,139,182,240,7,2179,1,1,17,0.0833,12,15,0.7314,7.44,0.022
maya.weiss962,facebook,real,128,143,320,79,2470,1,0,53,0.2308,13,30,0.7774,83.7,0.223
theo.khan91,twitter,real,233,245,10,596,868,1,0,66,0.1818,11,21,0.8042,11.36,4.808
samir_moreau2,instagram,real,2071,142,35,83,264,1,0,73,0.0769,13,30,0.7727,23.53,2.188
follow2835920,instagram,fake,5,624,7,2,3,0,0,30,0.5385,13,2,0.2391,6.43,4.389
aisha_kade3,facebook,real,101,128,348,130,1639,1,1,195,0.0909,11,15,1.0,20.56,0.557
islacosta,facebook,real,181,110,445,81,461,0,1,136,0.0,9,10,0.8333,12.93,1.232
tmp.716,twitter,fake,2,2151,3,2,8,0,1,27,0.4286,7,3,0.4023,2.98,1.74
samirbrook4,instagram,real,170,179,80,372,416,1,1,28,0.0909,11,7,0.8908,78.22,6.251
real_id460,instagram,fake,12,1369,4,42,1369,1,0,33,0.3,10,1,0.735,0.66,0.217
hugokade8,facebook,fake,13,201,22,1,1,0,0,65,0.1111,9,1,0.3075,1.01,17.882
leoalvarez3,facebook,fake,10,596,6,3,74,0,0,6,0.0909,11,2,0.2269,1.06,0.33
bot.1516,facebook,fake,7,1960,17,1,113,0,0,22,0.5,8,1,0.2679,3.74,0.07
promo_id50805,facebook,fake,39,1147,12,6,24,0,0,31,0.3846,13,1,0.2672,1.89,1.802
promo349,facebook,fake,16,644,11,5,70,1,0,12,0.375,8,3,0.4096,0.76,0.486
aditya_singh2,facebook,real,138,64,397,91,949,1,0,45,0.0769,13,23,0.7614,38.66,0.675
hugomoreau3,twitter,real,355,312,9,192,666,1,0,68,0.0909,11,24,0.8084,57.47,2.018
samirweiss7,instagram,fake,7,1309,5,2,44,0,0,16,0.0909,11,1,0.2276,2.4,0.311
devmoreau90,twitter,real,109,200,27,21,19,1,0,165,0.1818,11,4,0.5951,1.14,7.644
omar.khan5,instagram,real,243,244,25,10,34,1,0,75,0.1,10,2,0.5459,0.85,1.967
id_2992751,facebook,fake,30,1318,29,21,1560,1,0,18,0.7,10,1,0.6238,2.46,0.092
id.real878205,facebook,fake,9,575,36,3,37,0,0,28,0.4615,13,1,0.2541,4.33,0.556
adityacosta,instagram,real,8414,408,20,149,738,1,1,137,0.0,11,11,1.0,193.34,1.409
theo.park3,instagram,real,220,158,9,5,891,1,0,4,0.1,10,17,0.5266,11.75,0.036
marconguyen8,facebook,fake,55,1485,39,21,61,1,0,3,0.0833,12,2,0.4564,0.28,2.467
arjun_nguyen,instagram,real,504,187,114,11,553,1,0,106,0.0,12,13,0.7109,351.65,0.134
sienna.chen94,facebook,real,94,107,480,269,1372,1,0,99,0.1538,13,26,0.8333,13.07,1.37
official9525894,facebook,fake,246,1003,30,22,13,1,0,120,0.4667,15,8,0.5963,40.45,10.776
ravi_nguyen3,facebook,real,166,71,441,31,700,1,1,77,0.0833,12,17,0.9562,36.44,0.308
promo7667501,instagram,fake,17,1651,13,3,5,1,0,12,0.5833,12,1,0.3744,6.04,13.534
promo_5834,facebook,fake,6,737,24,4,9,0,0,21,0.4,10,6,0.2323,3.73,3.346
promo798,facebook,fake,2,359,11,1,14,0,0,20,0.375,8,2,0.219,5.09,11.02
net_554460,facebook,fake,17,1277,25,2,8,0,0,24,0.6,10,1,0.2272,0.83,1.637
arjun_nguyen97,instagram,real,1424,539,31,87,568,1,0,83,0.1429,14,42,0.8333,79.31,1.076
botuser32843,instagram,fake,25,665,5,2,24,0,0,26,0.4167,12,4,0.2391,3.08,0.539
theoweiss8,facebook,fake,7,804,12,2,20,0,0,19,0.1,10,1,0.2219,5.42,0.605
maya.vale,facebook,real,179,347,219,69,430,1,1,100,0.0,9,6,1.0,9.34,1.129
jonas.dsouza3,facebook,real,250,113,129,4,376,1,1,7,0.0769,13,6,0.7002,0.42,0.081
tmp.37523,facebook,fake,16,484,24,4,5,0,1,68,0.5556,9,2,0.4946,0.78,4.127
dealtmp840,instagram,fake,12,429,11,19,83,0,0,9,0.3,10,2,0.3014,6.65,1.565
noahcosta2,facebook,real,107,112,150,142,1466,1,1,114,0.1,10,18,1.0,15.22,0.679
samir.dsouza2,instagram,real,462,255,6,20,4527,1,0,172,0.0769,13,53,0.7491,40.49,0.031
meeradsouza,twitter,real,59,49,16,3,20,1,0,103,0.0,11,1,0.5215,4.28,1.041
theopark3,instagram,fake,22,1426,12,53,667,1,1,0,0.1111,9,1,0.8333,1.22,0.558
new_621,twitter,fake,33,1400,3,20,5,0,0,51,0.4286,7,2,0.3587,0.82,27.789
jonas.okoye3,instagram,real,1008,184,70,87,894,1,1,161,0.0833,12,4,1.0,38.39,0.684
bot1161,instagram,fake,8,716,19,3,17,1,1,11,0.5714,7,1,0.5422,8.31,15.054
deal_5573411,facebook,fake,16,1211,18,6,24,0,0,12,0.5833,12,4,0.2281,2.41,1.778
tmpwin600913,facebook,fake,27,421,44,73,1594,1,1,16,0.5,12,1,0.8665,2.09,0.32
anika_moreau2,instagram,real,1308,272,65,13,977,1,1,125,0.0769,13,19,0.8888,105.42,0.095
xx.8381527,facebook,fake,520,582,56,70,13,1,1,45,0.7,10,5,0.7668,6.54,11.071
aditya_weiss2,instagram,real,215,553,26,3,1443,1,0,12,0.0769,13,16,0.5389,6.17,0.015
lucia.moreau2,instagram,real,274,210,23,5,13,1,0,127,0.0769,13,2,0.5258,5.19,2.568
devberg2,facebook,real,159,363,380,7,11,1,1,89,0.125,8,9,0.7025,6.13,4.711
amara_weiss,facebook,real,492,289,148,23,737,1,1,142,0.0,11,21,0.9299,6.33,0.22
elena.hassan2,instagram,real,435,246,45,4,30,1,1,102,0.0769,13,7,0.6982,29.6,0.999
luciachen,instagram,real,1194,250,28,52,1031,1,1,0,0.0,9,10,0.8333,51.69,0.352
maya_okoye,facebook,real,132,101,331,123,577,1,1,150,0.0,10,26,1.0,19.79,1.498
felix_brook3,facebook,real,115,164,524,1,33,1,1,13,0.0833,12,4,0.5455,0.57,0.18
net_9671864,facebook,fake,8,599,45,9,44,0,0,7,0.6364,11,2,0.2383,4.21,1.386
claraweiss7,facebook,fake,26,908,11,4,26,1,0,49,0.0909,11,0,0.4647,3.11,1.121
islaberg4,facebook,real,336,161,357,5,1536,0,1,107,0.1111,9,17,0.6874,35.28,0.023
samir_santos3,instagram,real,442,150,95,4,1738,1,1,8,0.0769,13,17,0.6984,4.52,0.015
kaiokoye4,facebook,real,42,343,258,146,1215,1,1,153,0.1111,9,24,1.0,15.33,0.841
noah.dsouza4,instagram,real,1183,453,11,77,173,1,0,21,0.0833,12,12,0.6224,135.25,3.126
lucia_singh2,instagram,real,1286,277,92,19,33,1,1,20,0.0833,12,9,0.6339,9.3,3.975
zara_alvarez96,facebook,real,819,248,231,76,424,1,1,81,0.1429,14,10,1.0,24.84,1.251
xx.267977,instagram,fake,66,1691,11,43,544,1,0,5,0.6667,9,1,0.6774,12.82,0.556
tmp_383614,facebook,fake,23,652,22,8,37,0,0,50,0.6,10,2,0.3229,6.97,1.559
maya_okoye2,facebook,real,1198,73,522,14,476,1,1,6,0.0909,11,10,0.7378,7.07,0.205
lucia_moreau,facebook,real,279,134,475,79,1286,1,1,69,0.0,12,9,0.9768,27.59,0.432
follow09217,instagram,fake,506,1139,11,43,26,1,1,45,0.4545,11,12,0.7726,11.56,11.679
dealdeal0707,facebook,fake,11,509,36,2,27,0,0,12,0.3333,12,1,0.2107,1.14,0.399
user.5840,instagram,fake,20,815,4,10,25,0,0,30,0.4444,9,3,0.2841,0.72,2.934
acc_756841,instagram,fake,33,948,3,11,14,0,0,6,0.6,10,2,0.2314,2.6,5.527
zara_nguyen2,instagram,real,169,191,5,14,34,0,1,86,0.0833,12,4,0.5736,3.78,2.871
rohan.weiss3,instagram,real,3276,296,25,13,328,1,1,6,0.0833,12,12,0.7145,4.4,0.269
priya.dsouza,facebook,real,177,164,238,25,913,1,1,121,0.0,12,9,0.9372,19.97,0.191
hugo.singh,twitter,real,827,269,15,931,163,1,1,121,0.0,10,54,0.9078,8.28,39.972
felixmoreau,instagram,real,138,174,8,32,451,1,1,0,0.0,11,12,0.8016,101.32,0.503
theokhan2,twitter,real,412,167,12,107,315,1,1,8,0.1111,9,7,0.8263,3.18,2.381
xx_official052,facebook,fake,5,255,36,2,26,1,0,43,0.2143,14,1,0.443,6.7,0.52
user.acc3845,instagram,fake,9,2283,8,2,7,0,0,0,0.3333,12,0,0.1787,6.55,11.852
maya_singh,facebook,real,54,115,416,21,585,1,1,0,0.0,10,24,0.7534,27.75,0.249
anika.iyer3,instagram,real,116,113,48,110,199,1,0,146,0.0909,11,20,0.7575,27.12,3.879
acc546551,twitter,fake,3,679,6,7,22,1,1,42,0.6667,9,1,0.6252,0.58,2.106
priyasantos6,instagram,fake,22,1577,7,11,94,1,0,29,0.0833,12,3,0.4821,1.49,0.822
net_2372,twitter,fake,17,2411,3,14,11,1,0,13,0.5,8,1,0.4246,1.3,6.856
felix_okoye2,facebook,real,136,176,201,88,461,1,1,101,0.0833,12,5,1.0,8.34,1.331
real_tmp1799,facebook,fake,7,316,52,6,22,0,0,42,0.3333,12,1,0.2906,1.45,2.043
leila_khan,instagram,real,302,86,114,17,577,1,1,156,0.0,10,20,0.9034,71.36,0.204
meera.park,instagram,real,163,368,17,625,1113,1,1,107,0.0,10,24,1.0,97.62,3.929
xxwin435723,instagram,fake,40,1493,15,4,22,0,0,14,0.5455,11,1,0.2203,2.08,1.18
tmpwin2638,twitter,fake,7,873,2,13,43,0,0,32,0.4,10,1,0.309,2.55,2.174
hugo.vale3,twitter,real,94,281,9,5,947,1,0,11,0.1,10,17,0.5421,1.25,0.035
bot_user30667,instagram,fake,9,1404,4,24,737,1,0,19,0.3846,13,3,0.6393,2.5,0.226
arjunweiss,twitter,real,201,310,13,301,859,0,0,171,0.0,10,10,0.6667,23.92,2.451
nina_khan3,facebook,real,48,277,121,15,504,1,0,71,0.1,10,8,0.7109,57.91,0.213
id.promo15953,facebook,fake,21,385,21,2,13,0,0,22,0.3846,13,1,0.2285,3.44,1.213
isla_rao2,facebook,real,156,130,426,10,25,1,1,56,0.1111,9,2,0.668,2.29,2.72
amara_kade2,twitter,real,22,392,4,100,125,1,1,174,0.0909,11,16,0.8904,3.81,5.601
hugo.moreau94,instagram,real,4463,372,15,102,560,1,1,204,0.1538,13,6,1.0,509.29,1.273
win_win7644,twitter,fake,17,350,2,10,12,0,0,4,0.3636,11,2,0.2229,1.13,17.716
leilahassan2,instagram,real,379,429,23,219,388,1,1,82,0.0833,12,10,1.0,184.43,3.942
deal.xx29868,facebook,fake,21,664,17,11,558,1,0,41,0.4167,12,3,0.6336,1.84,0.143
new_685034,twitter,fake,10,879,3,3,41,1,0,0,0.6,10,1,0.3625,2.24,0.429
rohan_brook3,twitter,real,831,616,5,1578,627,1,0,61,0.0833,12,57,0.7932,12.22,17.613
tmp_7208,facebook,fake,72,1439,3,4,23,0,0,50,0.5,8,1,0.2984,3.17,1.249
rohan_vale,facebook,real,820,152,604,49,802,1,1,132,0.0,10,56,1.0,9.47,0.424
xx_xx80569,facebook,fake,38,610,67,41,1787,1,1,18,0.5,10,1,0.8711,2.25,0.161
jonasvale1,instagram,fake,23,1136,7,2,29,1,0,58,0.1,10,1,0.4746,1.65,0.443
omarsingh,twitter,real,668,496,10,22,834,1,1,119,0.0,9,8,0.9232,9.52,0.181
amara.chen,instagram,real,916,262,50,335,807,1,0,15,0.0,10,23,0.6986,30.75,2.905
